iter	Logloss
0	0.6356257652
1	0.587224707
2	0.5397288803
3	0.4902220238
4	0.449464829
5	0.4169752395
6	0.380220403
7	0.3464907374
8	0.3168418266
9	0.28683288
10	0.2658960151
11	0.2455740311
12	0.2240632902
13	0.205897932
14	0.1882753119
15	0.169897568
16	0.1568414204
17	0.1437779416
18	0.1327374281
19	0.1215425128
20	0.1139920009
21	0.1043673998
22	0.09506932767
23	0.08913334588
24	0.08477366907
25	0.08113459287
26	0.07423931012
27	0.06867984455
28	0.06475735292
29	0.0595127663
30	0.05730051553
31	0.05320441068
32	0.05057415267
33	0.04763255526
34	0.04504037664
35	0.04182750167
36	0.03907027299
37	0.03788206067
38	0.03598867257
39	0.0343081106
40	0.03214000206
41	0.03090956015
42	0.029899203
43	0.02842279118
44	0.02771238934
45	0.02602264951
46	0.02525127799
47	0.02414227053
48	0.02298703514
49	0.02244721299
50	0.02183788085
51	0.02075790027
52	0.01995566428
53	0.01897904198
54	0.01824924945
55	0.01782015455
56	0.01721724798
57	0.01660039835
58	0.01636268176
59	0.01615421054
60	0.01597715858
61	0.0158343835
62	0.01555720709
63	0.0149791154
64	0.01467689958
65	0.01435260014
66	0.01414197836
67	0.01385645901
68	0.01361294801
69	0.0134645688
70	0.01266738701
71	0.01203269487
72	0.01183757527
73	0.01140711115
74	0.01104147566
75	0.01067452538
76	0.01057550454
77	0.01028084178
78	0.01020906072
79	0.009866115073
80	0.009719017552
81	0.009285537336
82	0.009219742725
83	0.009148993154
84	0.008707912261
85	0.008641499252
86	0.008589731926
87	0.008356140961
88	0.008110266184
89	0.008033745878
90	0.007753828022
91	0.007628724544
92	0.007421866973
93	0.007358214483
94	0.007314413517
95	0.007258466709
96	0.007074303071
97	0.006975887967
98	0.006914216156
99	0.006775096513
100	0.006655641877
101	0.006557126842
102	0.006300061154
103	0.006210267731
104	0.006116079348
105	0.006069007446
106	0.005999294877
107	0.005756780857
108	0.005645163333
109	0.005571573698
110	0.005539733036
111	0.005392411162
112	0.005172648116
113	0.005050996413
114	0.004995863444
115	0.004968987018
116	0.004872491394
117	0.004705359069
118	0.004650778115
119	0.00446297207
120	0.004445879185
121	0.00434860486
122	0.004251058377
123	0.004105336603
124	0.004087083602
125	0.004075396985
126	0.004067085746
127	0.003972036713
128	0.003956155998
129	0.003944652774
130	0.003859980981
131	0.003841882178
132	0.003835189474
133	0.003810633526
134	0.003758494125
135	0.00375254095
136	0.003623988088
137	0.003574831762
138	0.003562593079
139	0.003539085722
140	0.003472033052
141	0.003419499927
142	0.00334574162
143	0.003328474713
144	0.003312793104
145	0.00328928074
146	0.0032454231
147	0.003220892049
148	0.003206932229
149	0.003183938994
150	0.003176471435
151	0.003156107621
152	0.003142996001
153	0.003076936966
154	0.003064062036
155	0.003000349529
156	0.002987318692
157	0.002945487641
158	0.0028939633
159	0.002857352112
160	0.002828907866
161	0.002798366092
162	0.002788173448
163	0.002747959983
164	0.002731179087
165	0.002677924504
166	0.002667634467
167	0.002636340471
168	0.002618060298
169	0.002587993055
170	0.002567521868
171	0.002560904169
172	0.002547075361
173	0.002547047866
174	0.002544122103
175	0.00252296469
176	0.002513066796
177	0.002501365565
178	0.002501345997
179	0.002455484251
180	0.00244838392
181	0.002443609586
182	0.002427966911
183	0.002419958076
184	0.002367782759
185	0.002362133
186	0.002348203115
187	0.002343039838
188	0.002280524061
189	0.002273969987
190	0.002258517434
191	0.002249230196
192	0.002249235601
193	0.002242284248
194	0.002242256433
195	0.002242220141
196	0.002242243605
197	0.002235900598
198	0.002231604442
199	0.002208088474
200	0.002195393268
201	0.002192422298
202	0.002184752255
203	0.002184726028
204	0.002181693577
205	0.002177837641
206	0.002165673481
207	0.002162408129
208	0.002156433613
209	0.002115594685
210	0.002075174959
211	0.002069464407
212	0.002069431439
213	0.002059162263
214	0.002046564212
215	0.002041852797
216	0.002013696331
217	0.002005697103
218	0.001973212591
219	0.001971030171
220	0.001971040659
221	0.001964951145
222	0.001954025136
223	0.001950020967
224	0.001950023442
225	0.001935507394
226	0.001924585799
227	0.001918273019
228	0.001918287162
229	0.001911850418
230	0.001909681612
231	0.001909666098
232	0.00190370041
233	0.001877787373
234	0.00187774743
235	0.001877723569
236	0.001853672776
237	0.001853679557
238	0.001853691392
239	0.001853672541
240	0.001836773392
241	0.001836781873
242	0.001832797831
243	0.001830918175
244	0.001830872837
245	0.001830857878
246	0.001823669741
247	0.001811081772
248	0.001809215707
249	0.001809219074
250	0.001809211456
251	0.001785962375
252	0.001785968887
253	0.00178597671
254	0.001785959503
255	0.001785961254
256	0.001756158679
257	0.001751003085
258	0.001744789631
259	0.001743730339
260	0.001742011841
261	0.001741995985
262	0.001741984787
263	0.00174199659
264	0.001741986609
265	0.001741986609
266	0.001740492774
267	0.001734334056
268	0.001734296529
269	0.001727355905
270	0.001727364358
271	0.001727367807
272	0.001709945702
273	0.001709964918
274	0.001709951681
275	0.001709895786
276	0.001703866003
277	0.001695714568
278	0.001695708598
279	0.00168652065
280	0.001686465616
281	0.001686495052
282	0.001680919849
283	0.001680919849
284	0.001679897055
285	0.001678270991
286	0.001678267872
287	0.001670318349
288	0.001661799813
289	0.00166179419
290	0.001658141053
291	0.001658141053
292	0.001650564116
293	0.001650535879
294	0.001650535879
295	0.00165054852
296	0.001635807476
297	0.001622238572
298	0.001608170449
299	0.001608129951
300	0.001608129951
301	0.001604325998
302	0.001604310285
303	0.00159725086
304	0.001593524334
305	0.001593514871
306	0.001593518383
307	0.001593472791
308	0.001570955498
309	0.001556713244
310	0.001555662388
311	0.001555680028
312	0.001541953995
313	0.001531722594
314	0.001531690629
315	0.001519878148
316	0.001519935973
317	0.001519926573
318	0.00151991189
319	0.001493933775
320	0.001493957088
321	0.001493939164
322	0.00149393164
323	0.00149393164
324	0.001489798615
325	0.001489783951
326	0.001489783951
327	0.001489805449
328	0.001489792919
329	0.001485037548
330	0.001485050951
331	0.00148503572
332	0.001485047029
333	0.001476346069
334	0.001476341922
335	0.001475340731
336	0.001468403043
337	0.001461733217
338	0.001461737558
339	0.001461737558
340	0.00145488688
341	0.001454891642
342	0.001453571473
343	0.001453571473
344	0.001453557185
345	0.001453557185
346	0.001452219172
347	0.00145224409
348	0.001452205635
349	0.00144623545
350	0.001446227885
351	0.00143970342
352	0.001439686802
353	0.001427808745
354	0.00142783148
355	0.001427798255
356	0.001427768709
357	0.001427755947
358	0.001420944751
359	0.001420906527
360	0.001420409204
361	0.001420409204
362	0.001420407571
363	0.001420370216
364	0.001402508172
365	0.001402377813
366	0.001402357172
367	0.001402339731
368	0.001402346979
369	0.001402353984
370	0.001396547364
371	0.001396547364
372	0.001396547364
373	0.001396545855
374	0.001396522539
375	0.001396531398
376	0.001396544729
377	0.001396544729
378	0.001396527431
379	0.001396534294
380	0.001396523608
381	0.001396523608
382	0.001396513898
383	0.001391389722
384	0.001391366088
385	0.001390840393
386	0.001390812195
387	0.001390806742
388	0.001390828268
389	0.001390799408
390	0.001390812866
391	0.001390790905
392	0.001390823984
393	0.001390789566
394	0.001390789566
395	0.001390787906
396	0.001390778724
397	0.001387565292
398	0.001387582426
399	0.001387582426
400	0.001387589411
401	0.001387103311
402	0.001387103311
403	0.001387085732
404	0.001383730582
405	0.001383004869
406	0.001383004869
407	0.001382995912
408	0.001382995912
409	0.001382946283
410	0.001382946046
411	0.001382946046
412	0.001382952323
413	0.00138293938
414	0.001382452517
415	0.001382465176
416	0.001382474291
417	0.001381737227
418	0.001381721158
419	0.001381720647
420	0.001381720647
421	0.001381720647
422	0.001381738142
423	0.001381723382
424	0.001381723382
425	0.00138171886
426	0.001381720399
427	0.001381720802
428	0.001381698669
429	0.001381719764
430	0.001381721587
431	0.001381724195
432	0.001381727942
433	0.001378617252
434	0.001378609793
435	0.001378385654
436	0.001378388645
437	0.001378377961
438	0.001378351052
439	0.001378334339
440	0.001377713112
441	0.001377034963
442	0.001377024702
443	0.001377042657
444	0.00137701532
445	0.001377028018
446	0.001377019455
447	0.001377026893
448	0.001377015024
449	0.001377004977
450	0.001377020712
451	0.001376998795
452	0.001376996035
453	0.001376995411
454	0.001377000944
455	0.001376971649
456	0.001376971649
457	0.001376966388
458	0.00137693277
459	0.001376925917
460	0.001376932632
461	0.001376914551
462	0.001376909202
463	0.001376926645
464	0.00137693172
465	0.001376914362
466	0.00137689846
467	0.001376907889
